N,P,K,temperature,humidity,ph,rainfall,crop_yield,label
45.64,42.4,65.3,30.19,99.93,6.71,159.12,18.04,papaya
24.51,18.94,38.07,19.17,91.25,5.67,106.31,7.69,pomegranate
89.09,15.85,65.62,27.16,90.91,6.65,61.14,11.0,watermelon
20.72,53.97,13.74,24.93,93.9,6.52,60.36,0.77,mungbean
44.02,71.28,60.39,34.84,100.0,7.37,140.62,16.76,papaya
12.35,126.23,181.5,17.97,91.99,5.66,165.51,9.66,apple
19.72,69.7,24.46,27.01,52.09,6.19,156.63,1.29,pigeonpeas
21.69,22.13,34.36,25.79,91.05,5.64,189.78,45.0,coconut
14.65,82.29,13.6,20.38,23.02,5.32,107.77,1.78,kidneybeans
41.62,80.05,73.14,21.64,19.33,7.37,88.51,1.73,chickpea
88.87,50.19,31.82,24.64,80.36,6.91,190.93,2.58,jute
90.01,35.72,36.58,24.53,85.39,6.05,162.52,1.62,jute
59.96,40.86,40.76,22.7,72.75,6.5,94.76,3.09,wheat
64.18,33.11,53.43,23.94,79.07,6.37,198.71,2.11,jute
18.58,53.73,14.74,22.94,51.86,6.76,53.36,1.05,mothbeans
29.91,139.67,208.57,23.74,100.0,6.26,121.79,11.81,apple
33.7,68.63,22.41,30.93,58.87,7.76,80.51,0.7,blackgram
14.85,28.13,21.41,34.14,50.23,6.04,78.31,6.22,mango
69.63,43.48,35.0,20.23,86.63,7.07,158.04,4.95,rice
21.41,126.58,198.69,21.83,84.43,6.16,81.6,9.37,grapes
24.28,55.15,18.99,27.91,74.96,7.65,55.98,0.78,blackgram
80.2,24.02,34.24,24.89,63.81,6.61,175.68,1.28,coffee
23.37,28.53,28.0,29.25,57.03,6.26,52.95,5.69,mango
78.82,36.34,18.45,18.74,66.6,6.6,41.87,5.62,maize
45.01,65.33,31.27,17.06,70.11,7.53,100.76,3.48,wheat
24.98,20.65,41.02,21.82,97.07,6.14,107.76,7.32,pomegranate
26.76,59.32,78.02,18.19,13.61,7.92,107.75,1.98,chickpea
49.25,46.96,58.13,34.88,94.78,6.46,125.66,20.89,papaya
98.07,90.4,45.11,28.59,79.99,5.85,109.98,28.04,banana
108.29,23.76,27.98,25.62,60.72,6.53,142.65,1.0,coffee
19.35,10.54,31.79,30.77,91.62,6.11,193.39,56.91,coconut
25.39,26.91,28.33,32.7,51.36,6.51,120.83,6.87,mango
32.52,24.58,33.5,26.18,48.6,6.16,104.46,3.23,mango
124.25,55.32,14.18,23.67,91.13,6.88,96.75,2.09,cotton
14.34,143.41,198.65,24.43,94.19,5.9,109.95,10.97,apple
79.64,57.52,21.04,24.64,82.44,6.41,202.75,2.91,rice
31.52,55.16,26.3,22.29,17.08,6.0,110.04,1.43,kidneybeans
17.56,35.51,23.47,29.43,77.35,7.1,73.97,0.81,mungbean
71.05,44.73,17.38,21.46,60.89,6.54,70.0,5.49,maize
37.84,66.78,28.77,30.37,72.68,7.28,58.33,0.72,blackgram
37.59,57.32,82.11,18.5,16.42,6.97,100.73,2.3,chickpea
15.55,16.22,15.45,24.7,96.54,7.24,123.99,17.48,orange
103.83,33.03,26.17,26.91,56.12,6.36,133.06,1.67,coffee
17.41,61.75,23.37,24.16,65.91,6.65,28.82,1.35,lentil
12.77,64.24,19.22,20.33,71.94,6.94,49.81,1.57,lentil
25.7,40.3,19.71,28.89,87.0,7.03,53.79,0.63,mungbean
24.51,17.29,9.94,25.37,100.0,6.82,70.0,7.71,orange
14.4,63.85,20.89,22.46,21.81,5.44,142.28,1.58,kidneybeans
22.57,123.49,185.17,21.95,93.75,5.16,134.06,9.01,apple
20.9,22.22,27.05,34.74,49.74,6.31,92.7,5.08,mango
100.31,80.71,52.65,28.5,83.05,5.8,111.5,32.4,banana
21.57,72.14,13.85,23.03,64.98,6.89,53.5,0.9,lentil
17.56,72.07,20.11,24.19,44.08,5.76,147.42,1.03,pigeonpeas
26.29,50.25,18.83,26.21,89.99,6.14,55.46,0.58,mungbean
80.97,49.76,35.45,27.18,76.97,6.14,234.74,5.13,rice
25.65,75.67,9.81,30.8,63.16,7.31,49.01,0.88,blackgram
15.39,42.48,21.22,27.06,89.06,6.41,35.18,0.44,mungbean
22.47,70.07,17.95,29.01,43.36,6.04,152.09,1.1,pigeonpeas
12.87,29.5,30.64,32.91,47.5,5.64,85.99,6.99,mango
15.84,112.77,196.32,19.96,82.23,6.32,92.41,12.5,grapes
17.66,48.55,13.26,28.03,62.5,7.11,68.44,0.98,mothbeans
59.05,63.6,59.0,36.64,89.93,6.42,143.71,16.51,papaya
21.67,14.48,11.67,23.72,93.9,6.75,106.37,16.84,orange
26.05,136.75,205.66,22.64,91.15,6.25,55.47,12.62,grapes
94.59,81.18,55.37,29.14,84.69,5.88,79.92,25.01,banana
31.51,20.71,37.95,18.89,80.6,6.09,112.3,10.14,pomegranate
50.11,60.23,83.35,18.4,17.79,7.58,95.99,1.89,chickpea
18.44,40.59,18.26,29.54,47.73,6.93,34.98,0.79,mothbeans
108.61,10.31,45.35,25.29,75.94,6.19,74.41,28.05,watermelon
29.75,9.76,24.32,26.48,100.0,5.81,175.2,69.32,coconut
34.26,65.16,88.44,18.39,15.41,7.35,68.47,2.0,chickpea
28.84,71.16,20.05,25.23,68.55,6.86,39.69,1.42,lentil
17.0,48.12,20.37,29.94,90.84,6.85,45.38,0.95,mungbean
7.98,58.14,23.36,25.0,78.61,7.2,41.63,0.63,mungbean
17.42,129.22,194.42,23.56,79.24,5.92,91.54,12.71,grapes
16.73,23.5,44.03,15.11,84.98,6.68,113.03,6.46,pomegranate
23.26,72.71,13.87,25.21,72.34,6.89,71.99,0.96,lentil
25.44,16.14,21.01,30.49,91.35,5.78,182.39,61.25,coconut
77.82,33.17,39.22,25.13,81.21,6.52,145.11,2.81,jute
91.22,31.61,44.79,27.75,77.2,7.21,157.74,2.72,jute
104.8,30.84,37.44,23.79,57.37,6.9,134.61,1.44,coffee
22.46,130.87,213.42,23.67,76.07,6.0,79.92,13.28,grapes
96.68,14.55,46.31,25.39,97.63,6.78,32.82,18.81,muskmelon
22.3,147.18,207.6,22.12,95.2,6.04,128.07,5.95,apple
13.62,17.78,33.21,25.48,88.88,6.21,151.23,48.93,coconut
113.35,13.9,44.43,27.68,100.0,6.25,14.38,13.5,muskmelon
28.99,129.14,219.5,21.57,86.65,6.64,88.22,12.26,grapes
24.4,17.33,9.05,22.46,98.58,6.83,118.05,13.79,orange
19.41,14.94,23.0,26.03,96.14,5.82,137.38,83.74,coconut
97.41,14.13,44.89,24.84,86.9,6.67,42.29,32.6,watermelon
110.41,18.17,54.68,23.66,86.86,6.28,41.54,33.72,watermelon
102.95,14.41,44.97,25.12,87.73,6.89,18.66,11.42,muskmelon
16.61,25.47,27.01,31.33,55.99,5.97,115.02,5.56,mango
14.63,29.29,26.43,36.38,57.72,6.38,122.22,6.58,mango
111.82,35.95,16.36,23.33,56.48,6.94,116.74,1.21,coffee
114.79,29.47,31.96,23.5,63.13,7.5,138.21,1.15,coffee
21.28,21.4,36.26,33.75,48.18,6.14,92.27,5.57,mango
42.74,76.95,15.1,27.7,63.46,6.47,71.07,0.42,blackgram
78.42,41.58,33.9,19.69,86.12,6.52,161.3,3.46,rice
79.35,91.77,46.8,27.31,79.99,5.58,79.82,24.97,banana
33.91,64.55,19.73,27.59,73.46,7.14,28.45,0.75,blackgram
18.85,134.8,200.82,20.09,90.01,5.92,136.69,10.51,apple
18.56,59.71,13.79,25.75,47.52,6.78,56.32,1.05,mothbeans
17.4,13.78,26.45,29.18,91.54,6.04,225.39,54.25,coconut
50.97,51.65,38.08,29.21,93.63,7.11,145.97,20.85,papaya
78.93,36.72,37.57,20.6,91.82,6.51,179.01,4.67,rice
66.38,38.04,31.94,25.48,62.66,6.9,79.3,3.44,wheat
78.08,70.62,55.45,27.03,83.03,5.92,116.42,25.93,banana
26.45,60.12,17.38,23.27,62.89,7.09,55.48,1.24,lentil
10.82,71.32,17.37,21.66,66.01,6.43,46.4,1.02,lentil
52.75,67.83,26.16,28.48,60.6,7.18,65.76,0.52,blackgram
118.17,20.32,44.07,26.24,87.94,6.63,44.23,17.45,watermelon
21.44,8.08,12.08,23.45,98.8,6.69,113.21,15.69,orange
104.53,15.94,57.41,25.41,100.0,6.56,11.53,12.87,muskmelon
13.58,25.34,32.27,30.8,51.29,5.88,106.9,5.76,mango
14.24,44.29,15.95,28.91,51.58,5.63,148.55,0.99,pigeonpeas
98.28,24.89,33.11,25.53,55.54,7.0,151.12,1.4,coffee
37.95,65.07,78.51,18.96,19.62,7.01,66.95,1.49,chickpea
24.39,68.15,64.46,19.52,16.72,7.33,72.04,2.18,chickpea
17.72,18.36,40.54,23.0,93.22,7.02,154.13,8.12,pomegranate
17.42,132.73,190.17,23.39,79.24,5.78,52.34,15.91,grapes
32.99,72.28,17.07,24.86,70.84,6.87,56.18,0.64,blackgram
34.76,50.6,20.87,31.91,62.04,7.23,45.48,0.77,blackgram
121.96,25.61,23.23,24.81,62.54,6.81,170.14,1.24,coffee
13.06,54.2,13.91,20.32,17.32,5.85,105.52,0.91,kidneybeans
25.6,20.27,24.27,23.94,90.37,6.21,206.37,45.75,coconut
53.0,49.01,50.75,35.22,90.93,6.87,121.01,13.35,papaya
37.2,57.68,43.14,34.48,95.87,6.38,127.35,23.03,papaya
22.45,42.94,17.43,25.6,61.92,6.8,49.75,0.71,mothbeans
63.31,55.32,36.76,27.48,68.39,6.65,112.36,2.9,wheat
114.76,17.08,60.58,25.9,75.67,6.27,67.29,17.54,watermelon
106.18,84.77,41.93,23.94,87.69,6.32,55.25,27.71,banana
79.79,45.94,52.22,21.82,84.74,6.44,193.47,5.38,rice
83.9,18.31,43.79,27.5,93.55,6.24,26.84,17.02,muskmelon
18.28,30.31,24.87,28.6,82.13,7.27,49.87,0.59,mungbean
83.08,31.32,31.21,24.49,82.85,6.44,200.55,4.78,rice
57.9,51.8,51.72,25.66,63.93,7.25,82.23,3.03,wheat
11.49,28.87,31.32,31.19,48.92,6.11,105.04,6.47,mango
46.28,52.78,22.57,28.53,68.54,7.33,93.12,0.9,blackgram
22.13,13.38,10.33,24.22,87.31,6.6,84.17,10.49,orange
68.35,41.28,33.64,24.91,80.86,7.27,127.09,2.48,jute
82.34,28.14,33.9,23.71,51.87,6.74,156.48,1.23,coffee
26.2,15.22,39.5,20.46,80.23,6.31,127.62,8.81,pomegranate
107.82,81.48,49.89,24.79,78.5,5.67,112.67,25.04,banana
22.59,140.35,205.04,24.0,84.5,6.37,74.32,12.9,grapes
23.43,19.68,9.76,22.46,81.19,6.87,130.1,12.73,orange
20.16,137.13,204.35,23.09,86.65,5.9,61.37,11.97,grapes
23.17,61.41,28.39,23.18,55.56,5.63,166.19,1.22,pigeonpeas
10.12,73.01,9.67,20.06,13.77,5.6,129.65,1.61,kidneybeans
15.69,13.65,13.88,20.45,92.62,6.77,103.72,13.86,orange
26.39,113.25,207.83,21.91,81.04,5.7,57.23,14.42,grapes
111.78,12.5,55.6,26.1,92.53,6.51,19.72,15.51,muskmelon
20.05,132.44,195.63,20.75,93.09,5.92,112.5,10.83,apple
41.99,75.36,80.16,18.05,15.95,7.67,72.72,2.26,chickpea
109.64,33.12,17.16,26.25,82.28,6.9,73.75,1.68,cotton
118.48,89.93,49.03,28.45,77.98,6.15,57.18,24.9,banana
75.28,53.71,42.51,20.84,78.42,6.7,178.09,4.67,rice
106.23,20.29,34.16,27.17,96.75,6.38,15.43,7.71,muskmelon
22.09,24.52,34.62,32.22,45.93,5.85,65.79,6.73,mango
24.0,13.65,9.05,17.56,96.73,7.25,110.11,9.42,orange
13.23,52.88,9.61,27.53,96.73,6.24,29.18,0.5,mungbean
11.87,57.97,23.86,25.75,66.82,6.38,42.42,1.06,lentil
22.42,12.16,33.37,28.43,87.72,5.46,176.0,72.92,coconut
75.41,53.07,36.96,14.23,62.27,6.92,57.82,3.29,wheat
62.92,40.06,44.29,30.17,70.12,6.64,185.31,2.19,jute
31.27,138.59,187.8,22.84,94.84,6.2,110.46,11.95,apple
83.9,88.03,41.34,26.32,87.33,5.48,74.35,31.35,banana
96.95,19.29,53.91,28.94,90.08,6.2,19.17,17.3,muskmelon
23.83,34.39,31.23,30.23,41.48,6.18,111.47,7.63,mango
41.21,43.39,53.64,32.67,88.45,6.9,165.98,11.17,papaya
14.7,58.53,15.42,26.24,61.69,6.75,41.43,1.37,lentil
14.1,68.38,23.36,23.06,22.66,5.93,105.9,1.62,kidneybeans
28.89,73.76,24.51,24.98,56.97,7.02,56.73,1.13,lentil
16.63,22.57,45.79,20.66,86.33,6.69,133.67,6.25,pomegranate
22.49,18.92,38.38,21.54,87.41,6.92,106.22,7.87,pomegranate
22.55,77.18,20.63,26.06,44.04,5.27,162.33,1.37,pigeonpeas
14.43,41.95,15.29,26.9,84.93,6.95,45.79,0.48,mungbean
18.94,41.09,11.86,32.05,59.26,6.57,54.72,0.98,mothbeans
74.92,54.24,26.55,25.19,62.19,6.14,44.75,4.69,maize
8.88,42.86,18.5,26.74,92.22,7.07,45.65,0.44,mungbean
92.97,37.15,39.86,24.29,58.46,6.74,185.69,1.89,coffee
95.2,84.15,51.67,26.91,77.84,6.02,86.48,23.95,banana
113.3,68.6,43.55,30.35,77.82,5.51,109.38,27.62,banana
30.81,9.36,34.13,28.49,93.31,6.14,199.36,41.18,coconut
47.4,64.94,33.44,33.12,94.57,6.5,146.87,17.49,papaya
120.76,62.7,19.64,21.53,75.91,6.96,99.96,1.7,cotton
13.05,77.2,18.52,27.46,53.77,6.96,65.19,1.23,lentil
14.86,18.99,33.13,35.45,44.87,6.68,100.68,6.49,mango
17.07,18.81,37.53,18.97,81.28,6.08,103.52,8.32,pomegranate
21.41,17.51,10.82,21.9,99.56,6.61,130.43,16.47,orange
63.87,43.9,43.0,23.0,68.29,7.4,77.35,2.8,wheat
126.79,46.31,14.44,23.08,80.71,7.45,72.74,2.04,cotton
21.85,71.67,19.5,26.89,51.05,5.63,176.86,1.45,pigeonpeas
113.91,80.3,50.26,27.04,75.33,5.92,132.94,32.22,banana
97.82,81.75,51.36,28.4,83.18,5.76,94.34,33.2,banana
105.11,20.76,45.03,25.33,100.0,6.53,22.86,17.61,muskmelon
86.29,23.38,49.9,28.57,89.11,5.9,20.17,15.66,muskmelon
106.92,14.71,44.87,30.32,89.92,6.74,57.87,27.3,watermelon
36.51,60.27,16.61,28.91,71.71,6.52,69.35,0.79,blackgram
9.39,66.75,16.19,21.14,70.95,7.1,45.72,1.57,lentil
18.49,12.17,48.15,21.74,87.05,6.02,117.92,7.82,pomegranate
22.98,10.38,9.11,23.24,94.08,6.88,113.82,14.32,orange
15.84,18.38,9.56,25.42,97.81,6.95,124.31,12.82,orange
43.5,57.41,42.08,32.37,95.42,6.74,177.79,15.43,papaya
29.02,76.44,22.66,31.51,69.0,7.72,77.38,0.68,blackgram
68.27,47.12,33.33,17.68,72.97,6.55,65.13,2.12,wheat
110.85,31.92,32.96,26.14,58.66,6.75,188.26,1.39,coffee
16.16,13.74,31.0,28.02,86.05,5.89,161.33,48.52,coconut
32.41,59.74,7.25,32.35,60.68,7.06,55.35,0.8,blackgram
114.23,16.47,38.91,26.95,91.08,6.45,16.94,12.69,muskmelon
71.71,17.02,46.32,24.87,82.23,6.33,49.52,18.16,watermelon
21.8,39.71,26.36,26.04,77.91,6.81,40.83,0.86,mungbean
22.9,58.3,16.86,28.2,87.69,6.4,49.2,0.51,mungbean
18.82,72.95,22.11,20.53,18.98,5.81,103.14,1.64,kidneybeans
78.41,39.98,23.7,19.46,63.86,5.9,31.56,5.31,maize
87.57,37.62,48.96,25.71,84.07,7.06,176.79,3.5,rice
22.29,29.17,21.14,32.91,46.64,5.87,72.91,7.02,mango
21.73,87.09,10.8,19.94,21.92,5.74,103.3,1.11,kidneybeans
35.15,70.65,75.33,16.61,13.54,6.67,79.15,1.85,chickpea
54.78,53.79,48.93,30.38,89.26,6.78,132.46,19.02,papaya
66.77,44.99,50.3,23.67,67.28,7.45,70.35,3.66,wheat
14.12,12.59,40.74,20.66,90.44,6.4,161.67,6.0,pomegranate
82.27,40.52,31.96,25.08,85.81,7.18,194.89,2.51,jute
131.43,43.84,27.85,26.86,76.1,6.57,79.21,2.15,cotton
89.14,51.42,45.17,27.17,81.41,6.65,155.69,2.3,jute
76.08,50.36,36.95,26.34,84.56,6.97,177.95,1.98,jute
13.65,72.35,23.36,27.77,44.03,5.77,125.34,1.12,pigeonpeas
96.87,52.05,41.94,25.96,82.39,6.24,245.69,4.93,rice
13.15,35.82,26.13,30.33,51.65,6.03,97.87,7.19,mango
42.57,75.02,26.8,25.1,58.42,7.49,64.85,0.6,blackgram
26.42,21.29,25.6,26.63,94.08,6.17,216.23,38.15,coconut
81.67,62.71,18.88,19.95,64.9,6.11,82.0,3.88,maize
71.51,58.57,27.1,19.2,55.67,6.5,59.73,6.29,maize
96.05,16.7,47.37,25.19,89.27,6.27,34.83,21.61,muskmelon
17.61,13.61,2.87,23.4,100.0,7.18,105.94,13.84,orange
18.2,120.18,191.93,22.63,76.17,6.54,50.12,15.37,grapes
82.81,40.02,40.34,22.01,79.05,6.75,210.71,3.95,rice
64.15,61.52,46.01,24.82,77.99,6.55,171.61,2.48,jute
21.7,13.37,34.54,25.35,97.97,5.64,159.89,62.58,coconut
21.4,53.07,23.48,28.56,51.96,6.71,60.58,1.01,mothbeans
68.35,58.75,59.97,29.53,80.01,6.28,63.74,28.45,papaya
86.36,53.96,42.23,24.21,84.48,6.5,218.79,2.46,jute
47.85,58.74,50.51,35.84,88.26,6.45,175.92,18.15,papaya
15.68,59.83,16.76,24.47,67.99,7.16,41.06,1.36,lentil
83.28,15.11,41.44,28.53,93.59,5.8,31.07,11.66,muskmelon
127.29,36.03,19.19,24.29,77.27,7.13,92.48,1.74,cotton
23.58,19.65,7.11,22.87,88.57,6.55,91.43,11.75,orange
15.53,43.9,19.12,22.2,94.36,6.43,54.06,0.78,mungbean
65.11,38.04,41.99,16.69,66.62,6.76,73.01,2.4,wheat
15.99,76.43,25.56,25.73,66.53,6.83,34.08,1.69,lentil
23.91,63.55,22.04,21.1,21.33,5.45,107.24,1.61,kidneybeans
101.3,14.1,77.02,28.03,84.61,6.35,45.2,25.15,watermelon
15.06,43.82,22.67,28.18,48.74,6.8,36.68,1.13,mothbeans
27.74,49.56,26.11,28.27,85.52,6.6,45.9,0.49,mungbean
62.6,36.44,39.31,25.28,89.85,6.39,175.99,1.97,jute
116.56,34.68,30.16,23.3,77.11,6.95,105.95,1.3,cotton
17.02,33.6,19.45,28.07,86.8,7.11,46.64,0.78,mungbean
119.09,37.45,17.26,23.57,72.24,6.65,86.16,1.8,cotton
21.6,125.84,194.81,24.7,72.44,6.63,77.26,11.89,grapes
28.38,59.44,14.23,22.27,21.02,5.42,108.25,1.19,kidneybeans
13.18,18.9,43.15,20.4,93.4,6.19,67.71,7.36,pomegranate
111.73,14.9,65.68,28.63,86.79,6.41,21.94,16.3,muskmelon
18.41,116.14,183.95,19.04,98.73,6.09,128.72,11.18,apple
102.61,20.2,55.66,29.01,88.71,6.35,18.21,15.05,muskmelon
29.68,67.47,23.56,29.84,64.7,6.59,56.85,0.73,blackgram
16.55,18.63,36.79,29.13,97.03,5.46,167.21,74.47,coconut
14.55,45.85,25.48,23.62,60.67,7.14,47.4,1.01,mothbeans
72.49,59.62,40.33,22.84,68.04,6.86,73.3,3.3,wheat
13.17,65.81,22.51,23.59,22.12,5.63,89.6,1.87,kidneybeans
96.7,34.84,33.51,28.25,66.27,6.64,153.29,1.38,coffee
21.06,139.27,174.83,20.16,91.26,5.63,96.69,9.3,apple
21.24,61.2,19.27,24.25,60.22,7.6,31.93,1.04,lentil
23.94,51.96,10.44,28.19,50.66,6.57,65.51,0.77,mothbeans
99.34,26.15,29.89,24.86,64.8,6.93,169.44,1.85,coffee
74.55,48.19,41.7,25.21,82.57,6.55,189.09,4.45,rice
45.48,63.63,23.88,26.74,59.51,7.31,67.67,0.63,blackgram
24.69,14.8,36.94,26.29,100.0,6.03,175.6,46.12,coconut
108.21,16.57,22.4,27.58,56.88,6.24,140.53,1.22,coffee
18.41,47.93,25.36,24.99,76.17,6.52,32.66,0.72,mungbean
21.21,50.34,22.77,18.9,25.77,5.47,79.66,1.36,kidneybeans
20.05,23.56,28.45,32.21,53.35,6.17,56.73,5.34,mango
28.94,125.35,187.16,20.63,82.91,5.54,76.93,11.73,grapes
16.52,129.14,225.07,20.05,85.29,6.36,136.94,10.86,apple
74.7,49.11,42.78,24.94,78.49,6.4,188.24,3.33,rice
39.23,63.67,71.43,19.22,13.05,7.43,69.97,1.57,chickpea
71.24,48.27,14.56,17.74,68.4,5.86,79.99,5.96,maize
121.18,22.06,34.96,27.14,62.27,7.19,165.01,1.33,coffee
22.04,16.22,35.59,18.11,92.4,6.81,135.33,9.06,pomegranate
101.76,80.78,56.47,29.46,72.37,5.72,121.4,27.66,banana
112.16,5.37,40.22,25.17,80.9,6.6,52.9,26.97,watermelon
28.97,123.84,195.58,22.19,87.2,5.37,108.79,9.36,apple
68.77,45.42,33.16,24.87,85.21,6.9,237.1,3.1,jute
80.7,46.09,31.82,25.05,73.33,6.66,215.9,2.91,jute
80.44,18.95,41.15,27.2,82.28,6.18,41.96,26.13,watermelon
17.27,41.71,23.77,26.77,48.72,6.62,63.19,0.9,mothbeans
122.17,47.58,24.64,26.32,79.97,6.44,106.69,1.97,cotton
93.49,13.97,48.17,28.34,90.42,6.65,29.06,10.23,muskmelon
88.9,27.43,21.49,24.6,51.76,6.86,141.01,1.59,coffee
87.68,29.99,38.28,25.06,50.03,6.81,127.66,1.76,coffee
24.19,49.07,25.98,24.96,55.52,6.99,39.6,0.6,mothbeans
13.85,146.86,200.82,21.59,94.15,5.97,128.34,11.08,apple
36.99,56.56,21.21,26.13,60.81,6.47,47.64,0.73,blackgram
105.43,19.88,50.62,28.78,97.73,7.01,44.77,17.74,watermelon
59.08,44.47,49.49,22.43,76.6,6.92,82.88,3.05,wheat
42.18,66.54,21.74,26.32,61.29,7.07,97.47,0.68,blackgram
122.17,29.65,16.35,23.89,74.86,6.69,84.07,2.1,cotton
73.24,55.0,21.31,21.58,69.25,6.16,75.86,5.4,maize
24.21,20.91,13.05,22.25,88.51,6.98,119.17,16.72,orange
45.43,64.58,76.36,19.46,18.01,7.29,92.04,1.34,chickpea
102.3,28.42,30.89,25.89,59.69,6.86,159.39,1.7,coffee
18.97,14.6,44.32,22.54,89.06,6.65,93.49,7.26,pomegranate
16.96,65.9,24.79,27.42,50.54,5.37,131.38,1.74,pigeonpeas
30.9,141.17,215.86,22.84,73.29,5.96,66.12,10.76,grapes
22.56,13.28,42.09,20.97,88.33,6.67,127.58,6.58,pomegranate
22.95,45.24,20.32,27.26,78.61,6.78,67.92,0.62,mungbean
69.14,45.82,43.56,25.93,76.62,7.06,177.17,2.87,jute
10.84,58.59,27.49,23.72,19.69,5.33,136.44,1.98,kidneybeans
25.22,14.59,30.09,25.7,100.0,5.86,152.95,47.84,coconut
21.32,46.68,23.73,28.19,85.19,6.44,49.72,0.95,mungbean
20.32,23.36,25.44,33.1,54.23,6.38,125.31,5.85,mango
13.86,23.6,30.92,38.2,45.68,6.81,135.09,6.38,mango
22.54,15.69,32.71,26.95,92.3,5.88,176.72,51.95,coconut
97.75,95.33,44.57,25.77,87.62,5.77,137.02,34.46,banana
22.44,19.17,17.03,22.29,86.78,7.25,147.31,13.03,orange
24.93,61.3,12.29,26.68,46.58,5.41,145.49,1.35,pigeonpeas
12.08,21.7,10.48,21.21,90.11,6.4,121.87,14.79,orange
80.13,56.63,39.88,28.44,85.13,6.24,167.87,4.89,rice
35.14,62.69,74.61,19.67,13.69,7.27,103.27,1.65,chickpea
79.2,51.76,32.99,28.39,69.76,7.14,173.87,3.0,jute
24.48,13.3,35.94,32.56,56.58,6.14,53.77,7.02,mango
15.56,132.87,218.71,23.27,89.71,6.5,81.67,12.19,grapes
26.15,130.29,191.38,20.5,91.37,5.77,137.17,9.05,apple
22.44,75.58,15.6,27.7,48.37,5.95,146.7,1.08,pigeonpeas
55.63,62.95,70.53,20.96,22.89,7.2,100.17,2.2,chickpea
18.06,63.69,17.61,17.49,19.62,5.53,61.06,2.12,kidneybeans
22.32,62.6,21.58,18.23,20.54,6.09,113.79,1.38,kidneybeans
67.46,39.46,24.75,26.13,64.48,6.15,71.05,6.66,maize
21.45,66.88,4.23,22.72,61.87,6.61,47.22,1.22,lentil
20.57,27.01,24.55,34.33,51.48,6.32,78.87,5.95,mango
120.95,61.12,23.57,24.05,71.96,6.75,90.67,1.45,cotton
19.76,15.92,34.75,22.69,89.48,6.25,110.84,11.96,pomegranate
24.08,49.91,22.8,22.32,71.86,6.94,39.27,1.43,lentil
21.56,17.88,11.32,21.64,82.22,6.72,138.41,14.56,orange
85.18,39.19,43.49,21.49,78.94,6.08,172.3,3.42,rice
14.47,18.36,45.82,22.85,90.17,6.29,128.95,9.01,pomegranate
16.4,20.84,44.64,21.42,78.23,6.41,134.61,8.79,pomegranate
18.83,17.04,47.39,18.04,86.24,6.86,112.62,9.33,pomegranate
116.18,50.78,23.47,27.24,83.94,6.92,60.38,1.85,cotton
21.66,124.91,187.71,25.32,88.12,6.38,77.86,12.23,grapes
22.37,39.01,19.99,26.93,51.28,6.69,42.2,0.51,mothbeans
82.32,79.59,53.71,26.33,78.62,5.53,116.33,26.76,banana
16.38,76.06,26.99,25.29,61.73,6.75,46.8,1.36,lentil
100.01,13.99,56.74,25.92,84.51,5.99,33.87,25.04,watermelon
22.74,138.06,180.0,24.33,77.9,6.15,131.69,9.14,apple
68.15,45.96,41.31,21.56,69.82,7.46,71.64,2.52,wheat
18.25,16.9,34.21,17.37,87.43,6.67,135.12,9.78,pomegranate
76.05,57.07,22.97,12.18,68.28,6.26,69.72,5.11,maize
84.94,27.62,25.2,26.74,61.77,6.95,140.4,1.77,coffee
13.8,51.86,25.51,29.43,97.62,6.54,58.57,0.78,mungbean
24.07,68.03,18.87,29.78,52.19,6.18,121.15,1.19,pigeonpeas
99.68,20.27,36.1,27.17,84.65,6.72,48.12,19.81,watermelon
28.58,46.22,21.64,29.9,81.95,6.81,41.6,0.97,mungbean
20.62,30.07,36.02,26.53,48.77,6.33,106.74,6.51,mango
20.44,23.35,31.23,27.27,45.28,6.39,74.69,7.15,mango
48.68,67.31,16.58,28.51,64.16,7.28,89.62,0.75,blackgram
29.24,20.46,31.37,35.7,53.0,6.25,75.63,4.84,mango
26.97,72.68,22.15,20.76,18.33,5.66,130.04,1.22,kidneybeans
27.5,110.95,217.55,20.91,91.61,5.74,143.86,7.54,apple
26.47,71.35,24.23,28.03,46.69,5.93,121.11,1.52,pigeonpeas
105.7,89.96,59.76,31.03,81.22,5.98,74.54,27.34,banana
70.09,48.83,44.13,23.98,80.44,6.97,157.24,3.33,jute
90.62,77.63,47.74,29.1,74.19,5.79,124.06,28.5,banana
36.5,68.46,21.2,28.8,55.98,7.2,74.47,0.6,blackgram
18.39,20.47,6.61,21.55,92.69,6.87,112.02,13.44,orange
22.98,62.28,19.34,27.14,41.5,5.47,176.02,1.47,pigeonpeas
24.72,45.36,20.16,31.22,52.9,6.89,40.21,0.86,mothbeans
18.72,18.95,28.79,28.85,86.14,5.41,166.22,46.11,coconut
24.23,122.92,209.24,22.58,100.0,6.02,110.18,8.29,apple
22.61,22.65,42.18,21.33,78.02,6.2,100.39,5.19,pomegranate
111.28,56.05,16.18,26.24,81.37,6.92,69.46,1.77,cotton
116.64,78.19,46.08,26.43,74.4,5.39,126.05,20.79,banana
26.17,46.94,18.06,30.61,83.54,6.28,43.83,0.92,mungbean
66.82,39.73,46.8,23.82,72.39,6.86,161.32,3.39,jute
